date,latitude,longitude,rainfall_1h,rainfall_3h,rainfall_24h,soil_moisture,temperature,humidity,elevation,slope,aspect,land_cover,historical_landslide_density,landslide
2023-07-13 12:00:00,29.13396,97.40869,29.14,128.98,200.25,54.42,20.54,81.05,2179.63,23.95,203.6,Built-up,0.1482,1
2023-07-14 00:00:00,22.88859,89.30351,10.03,70.71,295.89,46.55,15.71,77.15,1404.87,22.11,307.05,Shrubland,0.3111,1
2023-07-14 12:00:00,28.379,94.20863,33.62,68.03,164.4,99.0,19.74,71.99,529.77,31.27,241.24,Built-up,0.2099,1
2023-07-15 00:00:00,26.77805,92.26293,67.79,84.89,209.86,65.18,24.33,70.89,856.8,21.92,103.87,Built-up,0.487,1
2023-07-15 12:00:00,22.91441,91.73272,83.27,108.0,220.51,99.0,29.33,84.06,1836.3,20.92,351.01,Shrubland,0.3634,1
2023-07-16 00:00:00,26.41193,96.3133,22.54,31.37,96.76,32.74,25.77,62.96,1699.99,37.45,205.56,Agriculture,0.3382,0
2023-07-16 12:00:00,27.14572,97.26816,135.68,185.39,275.62,84.65,10.0,85.56,412.27,40.12,186.03,Shrubland,0.2701,1
2023-07-17 00:00:00,22.09227,96.29216,64.26,87.86,133.99,99.0,26.21,73.35,1009.48,38.01,145.26,Forest,0.1808,1
2023-07-17 12:00:00,25.40738,89.82686,13.8,66.4,280.92,60.25,20.21,79.8,1232.29,22.98,49.08,Forest,0.5541,1
2023-07-18 00:00:00,28.1905,90.09758,11.0,81.61,185.72,54.04,25.27,97.08,770.06,2.0,247.04,Shrubland,0.3638,1
2023-07-18 12:00:00,24.21519,94.2327,27.41,80.56,119.02,37.93,22.93,74.54,2632.57,23.22,155.09,Agriculture,0.2464,1
2023-07-19 00:00:00,25.43911,90.74629,22.49,53.65,236.65,82.35,22.04,91.99,1251.88,15.9,336.46,Forest,0.4578,1
2023-07-19 12:00:00,25.31736,94.97989,43.32,64.01,132.01,47.8,22.49,52.3,1059.82,23.44,347.43,Agriculture,0.1691,0
2023-07-20 00:00:00,24.26446,93.381,31.0,45.9,183.18,59.82,22.89,71.41,1874.05,16.95,276.35,Agriculture,0.3907,1
2023-07-20 12:00:00,28.88831,93.23363,24.08,117.53,133.42,36.2,29.72,77.2,862.61,24.75,87.3,Agriculture,0.5811,1
2023-07-21 00:00:00,27.85971,95.8712,6.62,58.12,219.28,89.93,22.9,100.0,1754.83,12.53,257.75,Forest,0.3994,1
2023-07-21 12:00:00,22.82941,94.75006,48.87,81.45,182.54,86.96,28.43,51.91,80.0,9.63,7.35,Shrubland,0.2625,1
2023-07-22 00:00:00,29.47776,88.25249,5.99,70.26,106.08,58.09,27.7,76.56,805.12,39.67,297.5,Forest,0.3365,1
2023-07-22 12:00:00,28.594,88.46986,64.4,147.99,247.83,42.64,26.34,97.53,1781.9,13.36,177.7,Forest,0.7011,1
2023-07-23 00:00:00,24.12931,93.71481,3.61,27.63,228.12,89.15,14.07,68.47,2120.63,25.0,337.23,Forest,0.269,1
2023-07-23 12:00:00,28.27672,92.61882,5.6,55.98,103.27,51.35,28.58,74.59,597.36,36.45,135.99,Forest,0.3413,1
2023-07-24 00:00:00,22.79815,90.47175,13.74,64.87,111.63,37.54,20.71,81.52,521.62,35.97,94.74,Forest,0.3976,0
2023-07-24 12:00:00,29.49329,91.97723,20.86,127.8,192.43,25.26,26.58,78.85,1468.84,34.54,358.22,Shrubland,0.071,1
2023-07-25 00:00:00,26.99264,95.20015,17.38,49.6,128.49,47.17,18.14,99.28,695.03,28.63,191.04,Forest,0.3608,1
2023-07-25 12:00:00,26.87594,95.85281,20.78,40.83,184.29,31.4,17.07,82.85,925.42,33.69,310.75,Forest,0.6531,1
2023-07-26 00:00:00,22.67831,93.33162,37.02,91.48,196.59,49.99,32.88,96.09,1669.66,41.48,327.98,Agriculture,0.0762,1
2023-07-26 12:00:00,28.72775,91.66101,14.04,82.04,146.63,74.57,18.22,73.69,746.33,30.1,186.65,Shrubland,0.1853,1
2023-07-27 00:00:00,22.2175,90.57162,37.28,84.71,177.77,54.97,28.73,67.38,80.0,2.95,164.06,Built-up,0.2098,0
2023-07-27 12:00:00,23.80621,92.95823,1.75,113.54,335.77,65.32,23.59,75.11,254.3,18.66,199.04,Shrubland,0.1543,1
2023-07-28 00:00:00,23.07266,90.99012,13.56,45.7,163.8,45.16,20.9,61.03,1106.47,33.36,305.19,Forest,0.2319,1
2023-07-28 12:00:00,27.82576,93.3589,5.28,53.57,123.58,59.94,22.78,84.77,80.0,17.47,347.28,Built-up,0.212,1
2023-07-29 00:00:00,23.48653,94.4282,63.89,75.32,138.45,99.0,16.49,74.55,906.85,44.44,118.2,Agriculture,0.5711,1
2023-07-29 12:00:00,28.82979,88.62775,15.8,34.89,124.03,52.93,22.93,68.24,195.14,24.24,265.91,Shrubland,0.1463,1
2023-07-30 00:00:00,26.92202,88.01014,46.72,70.87,213.14,71.29,17.59,85.55,2165.96,26.02,102.73,Shrubland,0.1449,1
2023-07-30 12:00:00,22.27122,90.01663,4.2,40.65,82.56,27.19,21.02,60.35,2507.34,38.5,219.94,Shrubland,0.1976,1
2023-07-31 00:00:00,22.04072,96.49786,82.35,95.68,224.98,98.28,27.63,90.7,412.17,22.81,289.72,Shrubland,0.702,1
2023-07-31 12:00:00,22.38743,94.13976,32.41,96.05,164.99,52.34,24.27,70.92,1266.89,27.12,319.14,Agriculture,0.4033,1
2023-08-01 00:00:00,26.54444,89.63362,29.61,51.99,128.84,82.56,15.59,95.36,475.74,35.79,161.54,Shrubland,0.3709,1
2023-08-01 12:00:00,28.01111,96.45751,6.71,167.26,506.95,56.34,27.26,72.32,898.94,7.33,133.11,Forest,0.6512,1
2023-08-02 00:00:00,23.78915,92.46458,12.01,35.07,155.53,71.67,22.96,87.43,2272.26,21.58,91.24,Forest,0.2981,1
2023-08-02 12:00:00,28.37057,92.52287,24.71,69.42,119.63,74.39,20.29,81.23,796.65,34.95,48.03,Forest,0.3511,1
2023-08-03 00:00:00,22.42924,96.88765,12.46,53.13,154.01,50.45,26.73,87.94,914.08,25.79,131.37,Forest,0.1311,1
2023-08-03 12:00:00,28.00723,88.56512,59.59,77.27,224.38,86.99,22.16,80.89,487.36,42.61,313.91,Forest,0.4196,1
2023-08-04 00:00:00,28.95847,90.04419,31.66,68.22,189.58,46.62,17.17,54.04,1845.02,6.09,150.77,Agriculture,0.2885,1
2023-08-04 12:00:00,27.79081,93.56483,12.61,48.82,57.36,75.07,32.24,92.88,80.0,4.72,114.23,Forest,0.5538,1
2023-08-05 00:00:00,27.23591,89.85712,53.35,130.82,205.32,56.6,22.91,76.6,812.18,34.24,266.09,Forest,0.216,1
2023-08-05 12:00:00,28.28485,94.45551,22.08,78.0,182.02,67.64,22.59,89.44,1070.17,35.39,77.61,Forest,0.7451,1
2023-08-06 00:00:00,22.30113,90.03388,51.65,114.64,212.83,54.96,20.97,87.41,670.3,22.68,92.26,Shrubland,0.6917,1
2023-08-06 12:00:00,23.51337,88.94199,19.2,95.53,149.06,61.3,28.9,67.24,1661.3,29.8,336.93,Shrubland,0.2174,1
2023-08-07 00:00:00,22.93693,89.96636,44.41,108.12,230.92,41.84,20.38,64.28,1881.32,33.94,29.37,Shrubland,0.0819,1
2023-08-07 12:00:00,25.78398,92.01597,21.44,71.52,233.14,65.52,15.28,87.45,182.17,15.23,149.27,Built-up,0.2548,1
2023-08-08 00:00:00,27.58891,89.67331,59.61,83.57,100.5,66.04,19.61,74.06,2460.77,16.52,207.63,Built-up,0.5511,1
2023-08-08 12:00:00,26.72509,89.27957,4.32,52.12,67.43,47.72,29.63,90.5,174.88,27.28,82.89,Agriculture,0.597,1
2023-08-09 00:00:00,28.38348,96.17268,9.22,29.55,129.8,58.01,27.16,75.41,1937.61,35.85,101.16,Agriculture,0.57,1
2023-08-09 12:00:00,23.1641,91.04377,26.55,65.25,195.07,63.87,21.72,92.52,1197.39,11.01,79.86,Forest,0.6716,1
2023-08-10 00:00:00,27.50966,91.42721,16.45,51.43,98.88,47.65,29.87,83.31,772.59,22.62,124.27,Shrubland,0.1269,1
2023-08-10 12:00:00,23.44781,88.52507,20.88,57.59,66.77,57.93,26.74,81.93,833.91,22.07,323.46,Forest,0.1792,1
2023-08-11 00:00:00,24.03069,91.39501,48.16,61.62,137.05,43.67,21.67,71.95,1078.22,30.02,155.37,Agriculture,0.1602,1
2023-08-11 12:00:00,27.32429,90.51567,20.51,21.95,121.18,99.0,22.17,83.2,1235.47,24.9,150.42,Forest,0.5771,1
2023-08-12 00:00:00,29.35154,93.79961,38.28,68.44,129.1,83.78,24.65,95.89,501.9,18.45,139.17,Forest,0.5974,1
2023-08-12 12:00:00,26.58658,89.95121,13.47,102.08,251.65,65.08,18.84,77.49,947.94,39.98,347.08,Forest,0.5485,1
2023-08-13 00:00:00,22.40875,96.43947,3.22,47.45,142.46,81.83,23.02,86.53,599.06,18.53,42.23,Shrubland,0.3179,1
2023-08-13 12:00:00,26.62232,96.83183,51.42,135.76,179.11,24.59,24.54,76.88,310.22,21.49,313.88,Agriculture,0.0783,1
2023-08-14 00:00:00,22.31763,88.9484,95.11,115.55,162.7,18.26,14.57,77.66,568.75,5.9,117.78,Forest,0.2761,1
2023-08-14 12:00:00,28.63109,89.02033,35.34,64.33,140.98,54.26,22.05,100.0,352.52,16.44,344.34,Shrubland,0.4495,1
2023-08-15 00:00:00,27.32184,89.0956,27.73,194.52,252.03,33.76,21.48,93.51,826.9,31.19,113.48,Forest,0.2488,1
2023-08-15 12:00:00,23.29846,93.88591,32.56,54.08,68.35,57.17,28.14,78.97,1381.11,28.85,29.83,Agriculture,0.2284,1
2023-08-16 00:00:00,22.68791,89.15871,74.76,136.9,226.17,71.08,13.78,81.56,1178.46,32.19,187.22,Forest,0.5185,1
2023-08-16 12:00:00,23.3765,96.09763,35.66,97.74,145.9,80.69,21.09,69.21,2383.32,31.61,82.03,Forest,0.47,1
2023-08-17 00:00:00,29.3502,95.16558,53.21,110.61,165.64,41.62,20.59,74.66,80.0,50.05,271.08,Shrubland,0.3894,1
2023-08-17 12:00:00,25.4392,95.78818,51.55,114.24,145.06,72.18,27.8,82.94,1405.07,16.03,236.63,Shrubland,0.3808,1
2023-08-18 00:00:00,27.88061,92.99758,63.15,84.41,288.33,65.87,22.78,90.2,1104.17,5.57,247.13,Agriculture,0.3628,1
2023-08-18 12:00:00,26.77306,97.46843,27.25,58.57,174.16,68.22,31.98,88.9,1630.19,12.39,69.66,Shrubland,0.5124,1
2023-08-19 00:00:00,26.2931,88.41966,18.98,21.19,258.29,49.88,26.31,61.96,1565.7,16.56,255.11,Built-up,0.1806,1
2023-08-19 12:00:00,23.08848,91.81202,44.78,154.1,214.53,91.04,20.95,93.23,992.76,13.31,112.08,Forest,0.3819,1
2023-08-20 00:00:00,29.09518,91.0774,60.07,122.5,242.66,63.14,24.2,76.91,1212.22,26.12,359.52,Forest,0.2434,1
2023-08-20 12:00:00,24.26007,97.01213,68.13,92.3,182.7,99.0,21.23,66.13,616.36,40.03,263.44,Built-up,0.0612,1
2023-08-21 00:00:00,26.33513,93.48018,81.07,101.71,146.49,51.92,27.3,96.31,1498.89,43.48,212.55,Forest,0.3754,1
2023-08-21 12:00:00,27.24832,95.65881,56.34,145.98,205.94,79.62,16.34,99.47,80.0,31.05,312.16,Agriculture,0.9185,1
2023-08-22 00:00:00,26.86925,89.61824,18.08,40.86,156.3,58.98,18.88,81.64,1604.94,50.7,212.15,Forest,0.3969,1
2023-08-22 12:00:00,29.05446,97.29702,35.31,59.42,90.2,55.68,25.28,87.71,1084.94,20.72,198.99,Shrubland,0.2185,1
2023-08-23 00:00:00,23.11329,92.73708,32.97,49.98,200.54,74.6,29.13,89.47,783.41,5.41,85.43,Forest,0.2661,0
2023-08-23 12:00:00,25.81265,92.68988,30.26,100.97,186.08,55.65,11.99,97.32,948.85,37.64,244.12,Shrubland,0.6531,1
2023-08-24 00:00:00,25.03026,97.2234,44.84,128.35,265.85,10.14,29.87,85.7,996.52,2.94,134.87,Agriculture,0.2458,1
2023-08-24 12:00:00,25.55627,91.61696,25.27,60.41,159.92,5.0,22.3,56.66,1943.25,15.94,15.51,Forest,0.6514,0
2023-08-25 00:00:00,22.89413,91.77649,25.3,109.17,126.24,86.48,13.58,100.0,3201.77,31.24,293.78,Forest,0.3509,1
2023-08-25 12:00:00,23.00571,93.55515,99.0,153.0,227.54,94.48,7.99,94.64,1892.92,23.77,18.67,Forest,0.1693,1
2023-08-26 00:00:00,24.08557,89.2165,28.4,44.49,197.25,99.0,15.35,72.82,732.54,22.71,242.03,Forest,0.5361,1
2023-08-26 12:00:00,24.28528,91.05031,62.84,166.97,251.17,65.19,22.9,63.84,1509.36,10.83,56.42,Forest,0.2305,1
2023-08-27 00:00:00,25.20927,89.83548,65.38,82.22,158.2,39.99,22.67,84.07,1537.66,24.87,155.73,Built-up,0.11,1
2023-08-27 12:00:00,26.58241,88.98119,36.05,73.18,157.32,53.93,26.17,73.8,498.65,37.04,309.27,Forest,0.4367,1
2023-08-28 00:00:00,26.75972,96.22837,26.12,61.33,74.39,61.36,20.25,82.69,280.48,25.24,33.99,Forest,0.4088,1
2023-08-28 12:00:00,25.08858,93.59865,13.98,44.53,207.89,39.54,17.46,87.38,1058.87,15.04,240.17,Shrubland,0.325,1
2023-08-29 00:00:00,25.06587,91.40739,5.89,11.91,18.42,91.68,20.93,71.65,1625.01,10.03,220.54,Forest,0.4595,0
2023-08-29 12:00:00,23.63221,91.88236,47.19,192.06,378.21,99.0,23.17,64.32,80.0,15.28,312.31,Forest,0.3226,1
2023-08-30 00:00:00,26.4123,92.09943,40.51,47.53,104.65,72.43,24.15,84.02,631.42,29.71,62.18,Agriculture,0.4174,1
2023-08-30 12:00:00,24.37781,94.01492,52.27,160.72,265.18,64.06,19.05,70.74,1472.22,29.12,287.92,Shrubland,0.1939,1
2023-08-31 00:00:00,22.27045,96.80431,20.04,40.08,51.88,34.51,27.51,78.77,1127.12,15.39,162.04,Agriculture,0.4475,1
2023-08-31 12:00:00,25.138,96.86141,105.71,131.8,260.66,99.0,19.89,61.14,2020.58,2.0,154.31,Forest,0.6544,1
2023-09-01 00:00:00,25.556,91.71917,43.18,144.68,258.94,64.71,18.65,74.7,182.61,30.04,130.24,Shrubland,0.3075,1
2023-09-01 12:00:00,23.69195,91.12799,27.55,85.74,195.24,55.52,20.29,87.79,2628.91,14.23,138.81,Agriculture,0.4953,1
2023-09-02 00:00:00,26.29343,92.28494,2.95,14.77,25.97,67.98,28.37,86.88,100.3,33.27,187.19,Agriculture,0.2814,1
2023-09-02 12:00:00,26.24329,93.39538,22.01,33.59,73.44,48.93,22.34,66.41,80.0,15.93,38.45,Built-up,0.4091,0
2023-09-03 00:00:00,27.26502,92.38727,54.04,106.32,206.2,67.42,19.53,62.02,1061.71,13.15,153.02,Forest,0.5129,1
2023-09-03 12:00:00,26.85961,94.25816,79.66,96.24,256.66,38.71,27.63,77.16,362.6,26.84,234.71,Built-up,0.1151,1
2023-09-04 00:00:00,26.89325,93.26679,31.08,91.21,126.09,83.47,33.71,87.03,1074.81,53.29,179.35,Agriculture,0.5352,1
2023-09-04 12:00:00,24.37161,91.0468,88.54,153.03,188.77,66.54,24.05,84.0,1052.08,33.99,59.7,Agriculture,0.4477,1
2023-09-05 00:00:00,27.90574,91.28444,13.01,34.93,130.22,82.74,29.17,71.97,972.75,26.63,130.7,Agriculture,0.1174,0
2023-09-05 12:00:00,26.11858,91.59663,41.42,68.67,389.06,58.95,28.18,82.12,552.43,29.31,159.47,Built-up,0.1507,1
2023-09-06 00:00:00,25.23564,88.89908,42.28,95.78,141.23,60.35,19.97,99.05,1381.23,3.99,240.79,Forest,0.3513,1
2023-09-06 12:00:00,26.69509,89.5776,47.46,68.57,125.14,39.45,23.13,79.84,893.73,11.53,324.28,Agriculture,0.2405,1
2023-09-07 00:00:00,24.70493,94.86958,34.45,78.73,128.84,77.33,16.59,56.0,1817.38,2.0,198.14,Agriculture,0.4906,1
2023-09-07 12:00:00,25.84554,91.69642,39.76,213.09,282.15,45.25,21.98,80.11,982.76,45.76,243.49,Agriculture,0.3011,1
2023-09-08 00:00:00,27.52529,90.03812,12.71,68.06,236.98,49.8,19.87,100.0,472.98,43.33,27.79,Agriculture,0.2878,1
2023-09-08 12:00:00,28.64802,93.34539,74.52,105.42,177.3,66.96,20.99,60.32,80.0,29.71,343.61,Forest,0.2264,1
2023-09-09 00:00:00,28.90793,95.17763,58.58,213.09,553.34,67.45,19.25,78.79,988.13,26.62,113.48,Forest,0.2076,1
2023-09-09 12:00:00,25.77725,90.44551,38.61,112.83,194.82,28.51,21.56,73.26,275.02,6.38,127.55,Forest,0.2262,1
2023-09-10 00:00:00,25.90206,95.8545,59.55,76.5,256.29,60.53,25.66,79.37,222.52,22.37,80.22,Agriculture,0.1997,1
2023-09-10 12:00:00,27.99903,96.8113,76.15,96.1,156.06,83.04,22.4,81.87,1442.85,46.51,30.48,Agriculture,0.1902,1
2023-09-11 00:00:00,24.35838,93.67525,46.97,54.96,80.06,56.07,13.68,93.76,80.0,26.58,284.42,Agriculture,0.3209,1
2023-09-11 12:00:00,28.28037,94.355,113.32,166.12,237.92,67.1,19.27,79.54,2017.93,18.22,86.58,Agriculture,0.3269,1
2023-09-12 00:00:00,25.70606,88.49947,49.81,54.6,165.25,67.22,15.4,96.24,1203.82,3.9,101.77,Shrubland,0.6115,0
2023-09-12 12:00:00,22.86893,96.98244,14.66,169.04,209.2,57.24,24.22,76.21,1071.5,41.56,65.45,Forest,0.1094,1
2023-09-13 00:00:00,22.54044,91.7286,37.17,71.07,232.41,41.85,25.52,72.19,427.4,24.16,350.96,Shrubland,0.0382,1
2023-09-13 12:00:00,28.31495,96.77705,61.17,138.56,190.68,64.61,24.28,68.86,1596.84,3.92,281.17,Agriculture,0.195,1
2023-09-14 00:00:00,22.41676,93.50029,76.2,107.73,138.56,87.03,19.06,53.91,1098.11,13.91,334.76,Shrubland,0.1858,1
2023-09-14 12:00:00,24.10459,88.04388,35.01,87.15,386.81,41.18,24.23,80.92,654.04,9.67,310.22,Agriculture,0.658,0
2023-09-15 00:00:00,24.50598,88.36615,13.6,51.12,89.48,52.14,20.65,100.0,1229.89,23.42,326.27,Built-up,0.3637,0
2023-09-15 12:00:00,23.29746,94.46398,25.66,69.0,119.87,33.45,17.31,83.09,80.0,27.49,172.45,Forest,0.3069,0
2023-09-16 00:00:00,24.3542,93.34535,8.48,102.65,226.19,77.85,26.71,88.51,80.0,18.96,61.39,Agriculture,0.3136,0
2023-09-16 12:00:00,27.57019,88.25206,53.5,178.92,237.27,62.57,27.09,72.35,371.88,34.32,117.68,Shrubland,0.4951,1
2023-09-17 00:00:00,22.11012,95.06287,21.78,140.84,172.7,43.61,27.74,73.76,1327.19,25.95,105.28,Shrubland,0.2785,1
2023-09-17 12:00:00,28.2038,96.09538,16.83,278.33,325.17,61.86,19.96,91.88,1097.88,37.75,258.17,Forest,0.5634,1
2023-09-18 00:00:00,28.42411,92.71597,57.23,80.37,327.75,40.8,28.9,100.0,1781.84,20.71,9.24,Forest,0.3431,1
2023-09-18 12:00:00,24.79196,92.4247,87.35,143.19,256.6,47.81,20.53,98.22,502.01,55.0,51.14,Forest,0.4611,1
2023-09-19 00:00:00,23.1521,88.05199,16.76,40.36,169.67,30.81,26.27,87.81,1473.53,18.23,245.84,Shrubland,0.4148,1
2023-09-19 12:00:00,26.5063,95.47317,35.19,126.76,218.73,40.89,20.45,77.54,1025.98,14.16,44.44,Forest,0.4638,1
2023-09-20 00:00:00,22.89754,91.1418,26.54,44.25,147.71,88.33,21.88,82.35,487.02,12.68,17.39,Forest,0.1338,1
2023-09-20 12:00:00,24.7369,96.34825,78.6,173.87,228.76,52.77,10.89,67.09,1350.45,22.47,39.32,Shrubland,0.3787,1
2023-09-21 00:00:00,29.18822,91.54408,29.02,77.64,161.46,70.81,21.49,58.27,1057.09,4.37,248.64,Forest,0.2391,1
2023-09-21 12:00:00,29.46598,93.36824,12.42,51.6,61.66,42.76,23.46,61.36,691.07,28.53,50.16,Agriculture,0.1712,1
2023-09-22 00:00:00,27.79079,90.56825,30.12,72.8,219.02,76.81,20.95,79.54,1127.3,2.14,52.67,Forest,0.307,1
2023-09-22 12:00:00,24.33221,89.52559,67.71,82.66,137.15,45.6,31.78,73.19,1015.81,26.94,82.91,Forest,0.3371,1
2023-09-23 00:00:00,27.15749,95.36163,25.3,41.46,68.71,61.82,17.19,57.52,1000.1,8.78,270.33,Built-up,0.4284,1
2023-09-23 12:00:00,27.29055,92.71761,18.35,67.61,154.99,61.26,20.18,77.54,831.81,20.42,72.13,Agriculture,0.1048,1
2023-09-24 00:00:00,24.90881,93.09664,28.0,77.01,142.3,99.0,18.48,75.49,251.78,32.25,12.74,Agriculture,0.6034,1
2023-09-24 12:00:00,26.80666,97.17145,12.81,37.33,180.04,72.15,20.18,62.19,1148.6,52.65,326.11,Agriculture,0.3239,1
2023-09-25 00:00:00,22.08046,97.15401,26.51,60.12,133.12,49.32,28.16,72.28,578.24,12.06,315.47,Forest,0.5278,1
2023-09-25 12:00:00,23.56793,96.1286,19.58,78.83,124.83,74.05,30.39,74.21,436.79,23.2,66.53,Agriculture,0.0958,1
2023-09-26 00:00:00,25.93816,89.78229,127.02,148.03,222.38,99.0,19.5,71.32,943.55,16.31,95.52,Forest,0.1859,1
2023-09-26 12:00:00,23.22813,93.64559,3.98,10.96,204.48,25.88,19.38,89.27,1577.12,14.56,67.88,Shrubland,0.3093,1
2023-09-27 00:00:00,23.2443,96.3424,14.6,126.54,272.47,42.9,17.21,50.5,1220.65,16.42,259.03,Forest,0.9387,1
2023-09-27 12:00:00,28.27228,91.55741,18.34,70.15,183.36,55.46,29.53,49.97,754.76,34.89,90.0,Agriculture,0.5714,1
2023-09-28 00:00:00,29.4185,88.96051,12.89,41.23,191.46,51.2,28.61,77.61,728.63,19.14,335.32,Forest,0.8076,1
2023-09-28 12:00:00,26.16977,95.70415,41.71,65.26,184.6,56.35,22.47,79.16,1513.28,51.99,297.95,Forest,0.4289,0
2023-09-29 00:00:00,28.29302,92.57675,16.5,37.32,73.29,33.89,16.02,82.35,80.0,29.99,211.82,Forest,0.1381,0
2023-09-29 12:00:00,29.42741,93.36173,7.54,98.87,228.89,86.98,16.47,71.8,1618.29,12.88,3.22,Agriculture,0.18,1
2023-09-30 00:00:00,23.06197,97.33037,32.85,45.48,207.81,33.49,23.85,63.82,80.0,20.6,318.12,Forest,0.2652,0
2023-09-30 12:00:00,25.36184,93.76851,24.13,79.87,248.33,56.89,25.75,77.74,179.98,15.38,261.99,Shrubland,0.2564,0
2023-10-01 00:00:00,24.9443,92.0373,17.2,72.91,102.35,80.98,12.67,72.87,765.73,34.6,283.65,Forest,0.5136,1
2023-10-01 12:00:00,22.60037,91.51485,77.27,148.88,199.88,66.67,21.39,100.0,2510.58,5.33,25.86,Agriculture,0.2048,1
2023-10-02 00:00:00,27.66498,91.96738,42.75,73.36,118.31,43.54,31.09,72.64,2190.32,8.91,255.08,Forest,0.3274,1
2023-10-02 12:00:00,25.25334,89.12479,39.32,144.98,204.49,35.74,21.91,76.04,1559.22,17.9,289.65,Built-up,0.5498,1
2023-10-03 00:00:00,25.51995,95.55013,43.44,116.53,221.6,58.61,30.45,100.0,1331.75,33.2,344.39,Forest,0.6043,1
2023-10-03 12:00:00,23.13005,95.95831,41.83,71.61,157.39,47.88,26.25,74.67,80.0,39.8,208.97,Forest,0.4768,1
2023-10-04 00:00:00,23.35695,90.70177,25.14,47.75,133.54,65.12,17.58,86.04,1201.89,41.57,182.9,Forest,0.5978,1
2023-10-04 12:00:00,28.80328,90.88607,16.65,54.25,76.77,31.97,21.54,85.65,743.01,31.36,153.14,Forest,0.4726,1
2023-10-05 00:00:00,22.33487,96.30618,33.4,62.37,111.82,78.27,22.36,89.15,569.16,24.01,252.46,Shrubland,0.6214,1
2023-10-05 12:00:00,23.74639,88.22772,24.77,44.27,221.04,63.28,18.24,82.22,1200.62,34.54,331.5,Forest,0.3078,1
2023-10-06 00:00:00,24.19044,92.94435,3.91,48.03,209.9,62.27,18.15,80.83,793.78,11.27,215.91,Agriculture,0.4046,0
2023-10-06 12:00:00,25.67648,92.40492,11.84,45.63,117.7,88.24,30.53,80.82,1665.04,2.86,81.82,Shrubland,0.3876,1
2023-10-07 00:00:00,26.39834,94.5562,22.28,144.93,275.19,51.92,18.11,69.53,80.0,30.24,6.33,Forest,0.4122,1
2023-10-07 12:00:00,25.69967,89.55222,58.09,87.02,185.51,50.45,28.39,82.08,1148.76,12.93,222.88,Shrubland,0.3335,1
2023-10-08 00:00:00,22.63087,94.34914,33.51,55.94,196.07,51.07,20.82,100.0,528.59,24.22,311.26,Forest,0.6312,1
2023-10-08 12:00:00,23.82751,91.57897,14.1,56.09,190.27,55.84,22.87,94.74,833.74,26.44,23.75,Forest,0.2997,1
2023-10-09 00:00:00,28.32691,93.87779,10.87,61.49,137.99,57.48,25.81,82.13,1298.01,27.98,143.13,Forest,0.3123,1
2023-10-09 12:00:00,26.78192,88.3809,66.87,120.36,234.05,49.41,20.01,89.45,373.75,36.25,338.42,Forest,0.589,1
2023-10-10 00:00:00,26.86862,92.38641,26.09,79.2,182.33,20.67,25.84,63.86,1206.75,34.98,180.6,Forest,0.478,1
2023-10-10 12:00:00,27.02652,92.96138,0.53,43.62,121.64,46.85,12.77,73.7,961.98,27.34,79.44,Built-up,0.486,1
2023-10-11 00:00:00,27.72177,90.0361,27.44,68.19,134.16,68.49,25.2,91.69,670.62,19.7,127.32,Agriculture,0.151,1
2023-10-11 12:00:00,22.43581,89.32642,49.6,114.35,339.98,66.68,10.66,99.15,794.13,26.29,146.93,Built-up,0.1231,1
2023-10-12 00:00:00,24.74956,89.79051,10.54,28.49,106.59,83.26,21.87,68.37,999.54,17.85,42.22,Forest,0.5088,1
2023-10-12 12:00:00,26.04646,91.26934,31.6,54.17,178.98,99.0,27.27,73.18,600.91,22.64,237.89,Agriculture,0.1649,1
2023-10-13 00:00:00,24.53842,88.9197,33.92,43.56,258.05,77.26,26.11,100.0,1104.61,55.0,213.18,Forest,0.3841,1
2023-10-13 12:00:00,28.33359,96.99954,11.18,29.4,142.96,86.99,16.51,80.7,919.19,27.19,233.18,Forest,0.5969,1
2023-10-14 00:00:00,25.61929,91.84744,71.07,156.38,266.43,81.86,17.15,100.0,702.67,30.4,219.88,Agriculture,0.3375,1
2023-10-14 12:00:00,27.76471,95.68521,34.37,97.21,175.64,96.32,19.56,82.71,2133.4,16.53,6.0,Forest,0.2772,1
2023-10-15 00:00:00,28.39012,97.25696,22.18,155.7,260.14,97.68,23.93,83.33,1369.91,37.24,62.81,Forest,0.412,1
2023-10-15 12:00:00,25.78594,88.76699,26.23,139.26,201.04,80.17,12.84,74.73,851.24,34.12,59.61,Agriculture,0.6004,1
2023-10-16 00:00:00,28.82164,94.19086,9.17,72.38,440.77,73.23,22.93,91.86,1194.81,34.21,35.26,Shrubland,0.3383,1
2023-10-16 12:00:00,26.40343,96.27839,8.78,55.53,78.58,54.95,24.56,96.76,432.57,27.58,264.77,Shrubland,0.0347,1
2023-10-17 00:00:00,28.37706,94.02523,20.49,63.1,132.26,59.63,21.58,63.49,816.1,37.41,43.25,Forest,0.357,1
2023-10-17 12:00:00,24.55443,92.07575,21.58,26.01,140.87,53.83,25.63,72.76,891.95,40.26,240.55,Forest,0.4095,1
2023-10-18 00:00:00,25.74113,92.09523,24.86,63.96,174.08,73.41,24.12,91.48,289.58,28.4,64.22,Built-up,0.4805,0
2023-10-18 12:00:00,25.98558,88.34104,75.37,101.44,163.13,52.64,20.29,75.82,1351.78,23.62,42.59,Forest,0.4874,1
